MaKhachHang,TenKhachHang,Vung,LoaiKhach,NgayBatDauGiaoDich,HanMucCongNo
KH0277,Công ty Cổ phần Xuất nhập khẩu Hưng Thịnh,MT,Sỉ,12/07/2024,1062000000.0
KH0278,Doanh nghiệp tư nhân Xuất nhập khẩu Tân Á,Miền Nam,Sỉ,26/01/2023,555000000.0
KH0279,Ngô Văn Khánh,Miền Trung,Lẻ,19/01/2023,12000000.0
KH0280,Võ Minh Nam,MB,Lẻ,24/05/2023,33000000.0
KH0281,Công ty TNHH Thương mại Thiên Phú,MN,Sỉ,09/02/2023,2214000000.0
KH0282,Dương Hữu Sơn,Miền Bắc,Lẻ,06/11/2023,6000000.0
KH0283,Doanh nghiệp tư nhân Xuất nhập khẩu Phú Gia,Miền Nam,Sỉ,25/09/2022,455000000.0
KH0284,Vũ Bích Trang,Miền Nam,Lẻ,11/08/2022,5000000.0
,Phạm Minh Phong,Miền Trung,Lẻ,2022-12-19,5000000.0
KH0286,Lê Kim Hoa,Miền Bắc,Lẻ,30/08/2023,5000000.0
KH0287,Công ty TNHH MTV Phân phối Hưng Thịnh,SG,Sỉ,01/01/2024,448000000.0
KH0288,Công ty Cổ phần Thương mại Kim Long,Miền Trung,Sỉ,21/12/2023,967000000.0
KH0289,Đỗ Minh Phong,Miền Bắc,Lẻ,03/07/2024,5000000.0
KH0290,Võ Thu Mai,Miền Trung,Lẻ,01/10/2023,6000000.0
KH0291,Công ty TNHH MTV Xuất nhập khẩu Toàn Cầu,Miền Bắc,Sỉ,15/12/2023,200000000.0
KH0292,Công ty TNHH MTV Phân phối  Phú Gia,Miền Nam,Sỉ,25/10/2022,200000000.0
KH0293,Ngô Thu Hoa,Miền Trung,Lẻ,02/09/2022,13000000.0
KH0294,Công ty TNHH MTV Thương mại Đông Á,Miền Trung,Sỉ,28/05/2023,200000000.0
KH0295,Hoàng Đức Khánh,Miền Nam,Lẻ,10/05/2023,5000000.0
KH0296,Công ty TNHH Thực phẩm Đại Dương,Miền Bắc,Sỉ,03/02/2024,573000000.0
KH0297,Lý Xuân Cường,Miền Nam,Lẻ,21/01/2023,23000000.0
KH0298,Đặng Thị Linh,Miền Trung,Lẻ,03/03/2024,5000000.0
KH0299,Doanh nghiệp tư nhân Phân phối Hoàng Gia,Miền Nam,Sỉ,15/02/2024,759000000.0
KH0300,Công ty Cổ phần Phân phối Hưng Thịnh,Miền Trung,Sỉ,25/11/2022,200000000.0
KH0301,DNTN Thực phẩm Thiên Phú,Miền Nam,Sỉ,26/11/2022,200000000.0
KH0302,Công ty TNHH Dịch vụ Tân Á,Miền Bắc,Sỉ,09/02/2024,765000000.0
KH0303,Công ty Cổ phần Xây dựng Hoàng Gia,Miền Trung,Sỉ,08/02/2024,596000000.0
KH0304,Ngô Công Cường,Miền Trung,Lẻ,27/10/2023,20000000.0
KH0305,Công ty Cổ phần Thương mại Tân Á,Miền Bắc,Sỉ,13/03/2023,1583000000.0
KH0306,Dương Bích Huyền,Miền Nam,Lẻ,14/11/2022,79000000.0
KH0307,Công ty TNHH Phân phối Hoàng Gia,Bắc,Sỉ,12/04/2023,635000000.0
KH0308,Công ty Cổ phần Thực phẩm Đông Á,Miền Nam,Sỉ,04/09/2022,404000000.0
KH0309,Lê  Đức Việt,Miền Bắc,Lẻ,28/04/2023,16000000.0
KH0310,Vũ Ngọc Tuấn,Miền Bắc,Lẻ,30/10/2022,5000000.0
KH0311,Công ty Cổ phần Xuất nhập khẩu Tân Á,Miền Trung,Sỉ,30/11/2022,540000000.0
KH0312,Ngô Kim Lan,Miền Trung,Lẻ,04/03/2023,5000000.0
KH0313,Công ty Cổ phần Dịch vụ Tân Phát,Miền Nam,Sỉ,07/07/2024,210000000.0
KH0314,Công ty Cổ phần Dịch vụ Việt Thắng,Miền Bắc,Sỉ,29/07/2024,9304000000.0
KH0315,Doanh nghiệp tư nhân Dịch vụ Đông Á,Miền Nam,Sỉ,10/05/2024,1642000000.0
KH0316,Võ Ngọc Lan,Miền Bắc,Lẻ,18/01/2023,17000000.0
KH0317,Ngô Thu Anh,Miền Bắc,Lẻ,22/12/2022,5000000.0
KH0318,Doanh nghiệp tư nhân Dịch vụ Minh Phát,Miền Trung,Sỉ,01/03/2023,320000000.0
KH0319,Công ty TNHH Dịch vụ Hưng Thịnh,Bắc,Sỉ,07/03/2024,200000000.0
KH0320,Công ty Cổ phần Dịch vụ Việt Thắng,MT,Sỉ,29/01/2024,200000000.0
,Công ty Cổ phần Xuất nhập khẩu Hưng Thịnh,Miền Trung,Sỉ,04/04/2024,944000000.0
KH0322,Lý Minh Khánh,Miền Bắc,Lẻ,21/01/2023,18000000.0
KH0323,Công ty TNHH Xuất nhập khẩu Phú Gia,Miền Bắc,Sỉ,22/07/2024,1055000000.0
KH0324,Doanh nghiệp tư nhân Thực phẩm Thiên Phú,Miền Nam,Sỉ,25/05/2023,346000000.0
,Phạm Hữu Khánh,Miền Nam,Lẻ,02/05/2023,50000000.0
KH0326,PHAM HUU DAT,Miền Nam,Lẻ,27/06/2024,26000000.0
KH0327,Công ty TNHH MTV Xây dựng Đại Dương,Miền Trung,Sỉ,18/12/2022,1168000000.0
,Nguyễn Minh Việt,Miền Trung,Lẻ,01/10/2022,12000000.0
KH0329,công ty cổ phần phân phối tân phát,Miền Trung,Sỉ,03/06/2024,200000000.0
KH0330,Doanh nghiệp tư nhân Thực phẩm Thành Đạt,Miền Trung,Sỉ,20/07/2024,439000000.0
KH0331,Lý Quốc Dũng,Miền Trung,Lẻ,14/04/2023,5000000.0
KH0332,công ty cổ phần thực phẩm toàn cầu,Miền Trung,Sỉ,30/07/2024,1372000000.0
KH0333,Trần Ngọc Linh,Miền Bắc,Lẻ,12/04/2023,5000000.0
KH0334,Công ty TNHH Thương mại Kim Long,Miền Nam,Sỉ,16/12/2023,200000000.0
KH0335,DNTN Phân phối Việt Thắng,Miền Nam,Sỉ,15/03/2024,200000000.0
KH0336,Trần Minh Sơn,Miền Nam,Lẻ,2023-05-04,5000000.0
KH0337,Võ Công Việt,Miền Bắc,Lẻ,30/09/2023,30000000.0
KH0338,Lê Văn Sơn,Miền Nam,Lẻ,07/11/2023,14000000.0
KH0339,CONG TY TNHH MTV XAY DUNG TOAN CAU,Miền Trung,Sỉ,11/05/2024,718000000.0
KH0340,Công ty Cổ phần Phân phối Hưng Thịnh,Miền Bắc,Sỉ,18/09/2023,200000000.0
KH0341,Công ty TNHH MTV Thương mại Thành Đạt,Miền Bắc,Sỉ,13/05/2023,703000000.0
KH0342,Doanh nghiệp tư nhân Xuất nhập khẩu Phú Gia,Miền Nam,Sỉ,10/11/2023,269000000.0
KH0343,Bùi Ngọc Hùng,Miền Trung,Lẻ,03/07/2023,5000000.0
KH0344,Đỗ Hữu Khánh,South,Lẻ,04/08/2022,5000000.0
KH0345,Phạm Diễm Hoa,Miền Bắc,Lẻ,11/14/2023,5000000.0
,Công ty TNHH MTV Xây dựng Phú Gia,Miền Nam,Sỉ,12/06/2024,918000000.0
KH0347,Huỳnh Diễm Hương,Miền Bắc,Lẻ,05/10/2022,9000000.0
KH0348,Dương Kim Yến,Miền Bắc,Lẻ,13/09/2023,5000000.0
KH0349,Vũ Ngọc Hoa,Miền Bắc,Lẻ,15/10/2023,5000000.0
KH0350,Đỗ Kim Anh,Miền Trung,Lẻ,21/12/2023,9000000.0
KH0351,Công ty TNHH MTV Xây dựng Phú Gia,Miền Trung,Sỉ,28/06/2023,724000000.0
KH0352,Công ty Cổ phần Thương mại Hoàng Gia,Miền Nam,Sỉ,13/07/2023,1948000000.0
KH0353,Lý Xuân Đạt,Miền Nam,Lẻ,15/03/2024,14000000.0
KH0354,Doanh nghiệp tư nhân Dịch vụ Phú Gia,Miền Nam,Sỉ,03/03/2024,244000000.0
,Ngô Thu Mai,Miền Trung,Lẻ,19/07/2023,5000000.0
KH0356,Công ty TNHH Phân phối Hoàng Gia,Miền Nam,Sỉ,18/09/2022,1092000000.0
KH0357,Công ty TNHH MTV Thương mại Thiên Phú,Miền Trung,Sỉ,04/05/2024,215000000.0
KH0358,Phan Diễm Nhung,Miền Bắc,Lẻ,18/08/2022,5000000.0
,Lý Thu Hương,Miền Bắc,Lẻ,10/01/2023,51000000.0
KH0360,VU THU HUYEN,Miền Trung,Lẻ,12/11/2023,7000000.0
KH0361,Võ Hữu Việt,Miền Trung,Lẻ,14/10/2023,5000000.0
KH0362,Doanh nghiệp tư nhân Thương mại Toàn Cầu,Miền Bắc,Sỉ,07/07/2024,882000000.0
KH0363,Đặng Ngọc Phương,Miền Trung,Lẻ,28/05/2024,5000000.0
,Công ty TNHH MTV Dịch vụ Minh Phát,Miền Bắc,Sỉ,11/01/2023,473000000.0
KH0365,Trần Quốc Hùng,Miền Nam,Lẻ,05/11/2022,46000000.0
KH0366,Doanh nghiệp tư nhân Thực phẩm Toàn Cầu,Miền Bắc,Sỉ,06/08/2023,991000000.0
KH0367,Lê Thu Nhung,Miền Bắc,Lẻ,25/10/2022,67000000.0
KH0368,Công ty TNHH Phân phối Thiên Phú,Miền Nam,Sỉ,12/06/2024,2802000000.0
KH0369,Doanh nghiệp tư nhân Dịch vụ Phú Gia,Trung,Sỉ,18/01/2023,200000000.0
KH0370,Trần Kim Mai,Miền Nam,Lẻ,09/11/2023,5000000.0
KH0371,Võ Diễm Hương,Miền Bắc,Lẻ,10/06/2023,5000000.0
KH0372,CONG TY TNHH XAY DUNG VIET THANG,Miền Bắc,Sỉ,15/10/2023,200000000.0
KH0373,Nguyễn Công Hải,Miền Bắc,Lẻ,03/11/2022,5000000.0
KH0374,Bùi Xuân Sơn,Miền Bắc,Lẻ,03/08/2022,11000000.0
KH0375,Công ty TNHH Thực phẩm  Đại Dương,M.Bắc,Sỉ,03/12/2023,230000000.0
KH0376,Bùi Ngọc Khánh,Miền Nam,Lẻ,15/12/2022,8000000.0
KH0377,Vũ Bích  Hương,Miền Bắc,Lẻ,21/03/2023,21000000.0
KH0378,Võ Ngọc Tuấn,Miền Trung,Lẻ,28/06/2024,30000000.0
KH0379,Hoàng Hữu An,Miền Nam,Lẻ,11/08/2022,22000000.0
KH0380,Đỗ Xuân Phong,Miền Nam,Lẻ,14/07/2024,5000000.0
KH0381,Trần Quốc Việt,SG,Lẻ,03/12/2022,5000000.0
KH0382,Doanh nghiệp tư nhân Xây dựng Tân Á,Miền Bắc,Sỉ,12/07/2024,596000000.0
KH0383,DOANH NGHIEP TU NHAN XAY DUNG MINH PHAT,Miền Bắc,Sỉ,04/12/2023,827000000.0
KH0384,Lê Kim Hương,Miền Nam,Lẻ,24/03/2023,24000000.0
KH0385,Lý Thị Huyền,Miền Bắc,Lẻ,01/11/2022,18000000.0
KH0386,Công ty TNHH MTV Phân  phối Thiên Phú,Miền Trung,Sỉ,15/11/2022,1395000000.0
KH0387,DO QUOC HUNG,Miền Trung,Lẻ,13/08/2023,8000000.0
KH0388,Dương Đức Hải,Miền Bắc,Lẻ,20/12/2022,5000000.0
KH0389,Công ty TNHH MTV Thực phẩm Kim Long,Miền Nam,Sỉ,16/12/2022,1436000000.0
KH0390,Trần Ngọc Lan,Miền Bắc,Lẻ,25/06/2024,18000000.0
KH0391,Ngô Ngọc Phong,Miền Bắc,Lẻ,11/10/2022,167000000.0
KH0392,Công ty TNHH MTV Xuất nhập khẩu Đại Dương,North,Sỉ,29/02/2024,415000000.0
KH0393,Đặng Thị Linh,Miền Nam,Lẻ,17/04/2024,7000000.0
KH0394,Phan Diễm Nhung,Trung,Lẻ,17/01/2023,16000000.0
KH0395,Võ Xuân Đạt,Miền Bắc,Lẻ,27/07/2023,5000000.0
KH0396,Đặng Ngọc Tuấn,Miền Nam,Lẻ,06/05/2024,45000000.0
KH0397,Trần Ngọc Cường,Miền Nam,Lẻ,27/09/2023,19000000.0
KH0398,Công ty Cổ phần Xây dựng Toàn Cầu,Miền Trung,Sỉ,05/07/2024,380000000.0
KH0399,Võ Thị Hoa,Miền Nam,Lẻ,12/03/2023,13000000.0
,Công ty Cổ phần Dịch vụ Việt Phát,Miền Nam,Sỉ,12/11/2022,1484000000.0
KH0401,công ty cổ phần dịch vụ kim long,Miền Nam,Sỉ,06/12/2022,200000000.0
KH0402,Huỳnh Bích Linh,Miền Trung,Lẻ,30/08/2023,28000000.0
KH0403,Dương Công Tuấn,Miền Bắc,Lẻ,15/10/2023,6000000.0
KH0404,Công ty TNHH MTV Xây dựng Tân Á,Miền Trung,Sỉ,12/23/2022,2274000000.0
KH0405,CONG TY TNHH THUC PHAM VIET PHAT,Miền Bắc,Sỉ,12/05/2023,387000000.0
KH0406,Đặng Ngọc Hương,MN,Lẻ,27/10/2022,40000000.0
KH0407,Công ty TNHH MTV Thực phẩm Phú Gia,Miền Nam,Sỉ,19/02/2024,389000000.0
KH0408,Công ty TNHH Thương mại Phú Gia,Miền Bắc,Sỉ,07/04/2024,200000000.0
KH0409,Công ty TNHH MTV Phân phối An Khang,Miền Trung,Sỉ,20/05/2023,2269000000.0
,Doanh nghiệp tư nhân Thực phẩm Thành Đạt,Miền Trung,Sỉ,06/06/2024,200000000.0
KH0411,Doanh nghiệp tư nhân Phân phối Tân Á,Miền Trung,Sỉ,28/02/2023,429000000.0
,Công ty TNHH MTV Xuất nhập khẩu Kim Long,MB,Sỉ,14/04/2024,4269000000.0
KH0413,Ngô Kim Linh,Miền Nam,Lẻ,11/02/2023,53000000.0
KH0414,Doanh nghiệp tư nhân Thương mại Phú Gia,Miền Nam,Sỉ,31/05/2023,912000000.0
KH0415,LE MINH NAM,Miền Nam,Lẻ,26/09/2022,5000000.0
KH0416,Phạm Đức Khánh,MB,Lẻ,21/12/2023,5000000.0
KH0417,Công ty TNHH MTV Phân phối Thiên Phú,Miền Nam,Sỉ,25/11/2022,200000000.0
KH0418,Phan Ngọc Phong,Miền Nam,Lẻ,26/12/2023,5000000.0
KH0419,Võ Công Nam,Miền Trung,Lẻ,01/04/2024,12000000.0
KH0420,Trần Công Cường,Miền Nam,Lẻ,24/01/2024,12000000.0
KH0421,Công ty TNHH Thương mại Tân Á,Miền Trung,Sỉ,06/08/2023,1786000000.0
KH0422,Doanh nghiệp tư nhân Thực phẩm Toàn Cầu,Miền Bắc,Sỉ,15/12/2022,960000000.0
KH0423,Công ty Cổ phần Xây dựng Hoàng Gia,Miền Trung,Sỉ,06/03/2024,236000000.0
KH0424,Công ty TNHH MTV Xây dựng Việt Phát,Miền Nam,Sỉ,11/08/2023,771000000.0
KH0425,Vũ Kim Nhung,HCM,Lẻ,01/07/2024,5000000.0
KH0426,Công ty TNHH MTV Xuất nhập khẩu Thành Đạt,Miền Trung,Sỉ,27/11/2023,388000000.0
,Công ty TNHH Xuất nhập khẩu Việt Thắng,MN,Sỉ,19/08/2022,409000000.0
KH0428,Phạm Ngọc An,Miền Trung,Lẻ,10/10/2022,16000000.0
,Công ty TNHH Dịch vụ Tân Phát,M.Nam,Sỉ,27/04/2023,200000000.0
KH0430,Doanh nghiệp tư nhân Dịch vụ Thành Đạt,Miền Trung,Sỉ,11/09/2022,218000000.0
KH0431,Công ty TNHH Xuất nhập khẩu Đại Dương,Miền Trung,Sỉ,13/09/2023,677000000.0
KH0432,Lý Ngọc Hải,Miền Bắc,Lẻ,22/05/2023,12000000.0
KH0433,DOANH NGHIEP TU NHAN DICH VU PHU GIA,Miền Trung,Sỉ,31/07/2024,444000000.0
KH0434,Phan Công Khánh,Miền Trung,Lẻ,01/10/2023,5000000.0
KH0435,Võ Xuân Phong,Miền Bắc,Lẻ,20/07/2024,5000000.0
KH0436,Vũ Thu Thảo,Miền Nam,Lẻ,25/10/2022,8000000.0
KH0437,Bùi Ngọc Hoa,Miền Trung,Lẻ,02/02/2024,26000000.0
KH0438,Phan Ngọc Phong,Miền Bắc,Lẻ,23/04/2024,25000000.0
KH0439,Công ty TNHH MTV Xây dựng An Khang,Miền Bắc,Sỉ,05/13/2023,1108000000.0
KH0440,Đặng Bích Anh,Miền Trung,Lẻ,15/06/2023,5000000.0
KH0441,Nguyễn Ngọc Hải,Miền Nam,Lẻ,07/01/2024,5000000.0
KH0442,Vũ Ngọc Thảo,Miền Bắc,Lẻ,08/01/2023,180000000.0
KH0443,Công ty Cổ phần Dịch vụ Hoàng Gia,Miền Trung,Sỉ,02/07/2023,206000000.0
KH0444,Lê Quốc Sơn,Miền Bắc,Lẻ,24/03/2024,5000000.0
KH0445,Huỳnh Bích Phương,Miền Nam,Lẻ,28/05/2024,18000000.0
KH0446,Doanh nghiệp tư nhân Phân phối Tân Á,M.Trung,Sỉ,08/10/2022,6070000000.0
KH0447,Vũ Thu Mai,Miền Trung,Lẻ,17/07/2024,168000000.0
KH0448,Bùi Xuân Sơn,Miền Nam,Lẻ,03/04/2023,14000000.0
KH0449,Công ty TNHH MTV Phân phối Thành Đạt,M.Nam,Sỉ,09/04/2023,220000000.0
KH0450,Đặng Công Việt,Miền Bắc,Lẻ,20/10/2023,14000000.0
